Category,Name,Price,Rating,Reviews,URL,Price_Clean,Rating_Clean,Reviews_Clean,Price_per_Review,High_Rating_Flag,Price_Category,Stock Availabilty
Chargers,120W 5-Port USB PD Charger 2USB-A+3USB-C PD QC3.0 Fast Charging Wall Charger Adapter EU Plug US Plug for iPhone 15 14 13 Pro for Samsung Galaxy Z Flip6 for Huawei Nova Flip for Xiaomi Civi 4Pro,US$7.90,3.5,17 reviews,https://www.banggood.com/120W-5-Port-USB-PD-Charger-2USB-A+3USB-C-PD-QC3_0-Fast-Charging-Wall-Charger-Adapter-EU-Plug-US-Plug-for-iPhone-15-14-13-Pro-for-Samsung-Galaxy-Z-Flip6-for-Huawei-Nova-Flip-for-Xiaomi-Civi-4Pro-p-2021305.html?cur_warehouse=CN&ID=567116&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,7.9,,17,0.438888889,0,Cheap,0
Chargers,[GaN Tech] Bakeey 200W 6-Port USB PD Charger 3USB-A+3USB-C PD QC Fast Charging Desktop Charging Station EU Plug US Plug for iPhone 15 14 13 for Huawei Pura 70 Ultra for Xiaomi Civi 4 Pro,US$18.73,5,24 reviews,https://www.banggood.com/GaN-Tech-Bakeey-200W-6-Port-USB-PD-Charger-3USB-A+3USB-C-PD-QC-Fast-Charging-Desktop-Charging-Station-EU-Plug-US-Plug-for-iPhone-15-14-13-for-Huawei-Pura-70-Ultra-for-Xiaomi-Civi-4-Pro-p-2015217.html?cur_warehouse=CN&ID=6326936&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,18.73,,24,0.7492,0,Cheap,53
Chargers,100W 8-Port USB PD Charger 4USB-A QC3.0+4USB-C PD3.0 Fast Charging Desktop Charging Station with 15W 10W 7.5W 5W Wireless Charger Pad EU Plug US Plug for iPhone 12 13 14 14Pro for Samsung Galaxy S23 for Oppo Reno9 for Redmi K60,US$34.99,1.5,5 reviews,https://www.banggood.com/100W-8-Port-USB-PD-Charger-4USB-A-QC3_0+4USB-C-PD3_0-Fast-Charging-Desktop-Charging-Station-with-15W-10W-7_5W-5W-Wireless-Charger-Pad-EU-Plug-US-Plug-for-iPhone-12-13-14-14Pro-for-Samsung-Galaxy-S23-for-Oppo-Reno9-for-Redmi-K60-p-1994951.html?cur_warehouse=CN&ID=431016287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,34.99,,5,5.831666667,0,Moderate,69
Chargers,[GaN Tech] KUULAA KL-CD64 65W 3-Port USB PD Charger USB-A+2USB-C PD Fast Charging Wall Charger Adapter EU Plug US Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Xiaomi 15 Ultra for Samsung Galaxy S25 Ultra for Huawei Pura X,US$18.99,4.5,1 review,https://www.banggood.com/GaN-Tech-KUULAA-KL-CD64-65W-3-Port-USB-PD-Charger-USB-A+2USB-C-PD-Fast-Charging-Wall-Charger-Adapter-EU-Plug-US-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Xiaomi-15-Ultra-for-Samsung-Galaxy-S25-Ultra-for-Huawei-Pura-X-p-2032711.html?cur_warehouse=CN&ID=557641&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,18.99,,1,9.495,0,Cheap,64
Chargers,5V 6W/8W/10W Photovoltaic USB Solar Charger Flexible Solar Power Generation Board for Mobile Phone and Fan,US$25.99,3,0 review,https://www.banggood.com/5V-6W-or-8W-or-10W-Photovoltaic-USB-Solar-Charger-Flexible-Solar-Power-Generation-Board-for-Mobile-Phone-and-Fan-p-2039811.html?cur_warehouse=CN&ID=6334293&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,25.99,,0,25.99,0,Moderate,96
Chargers,[GaN Tech] USAMS CC265 67W 3-Port USB Charger 2USB-C+USB-A Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Xiaomi 15pro for Samsung Galaxy S25 Ultra,US$21.49,4,0 review,https://www.banggood.com/GaN-Tech-USAMS-CC265-67W-3-Port-USB-Charger-2USB-C+USB-A-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Xiaomi-15pro-for-Samsung-Galaxy-S25-Ultra-p-2034845.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,21.49,,0,21.49,0,Moderate,60
Chargers,[GaN Tech] USAMS CC263 30W 2-Port USB Charger USB-A+USB-C Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Huawei Pura X for Xiaomi 15pro for Samsung Galaxy S25 Ultra,US$13.99,1,0 review,https://www.banggood.com/GaN-Tech-USAMS-CC263-30W-2-Port-USB-Charger-USB-A+USB-C-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Huawei-Pura-X-for-Xiaomi-15pro-for-Samsung-Galaxy-S25-Ultra-p-2034846.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,13.99,,0,13.99,0,Cheap,37
Chargers,USAMS CC317 T65 33W 2-Port USB PD Charger USB-A+USB-C PD Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Huawei Pura X for Xiaomi 15pro for Samsung Galaxy S25 Ultra,US$12.99,2.5,0 review,https://www.banggood.com/USAMS-CC317-T65-33W-2-Port-USB-PD-Charger-USB-A+USB-C-PD-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Huawei-Pura-X-for-Xiaomi-15pro-for-Samsung-Galaxy-S25-Ultra-p-2036184.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,12.99,,0,12.99,0,Cheap,50
Chargers,LYK-880 65W 6-Port USB PD Charger 4USB-A+2USB-C PD Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Xiaomi 15pro for Samsung Galaxy S25 Ultra,US$9.49,3.5,0 review,https://www.banggood.com/LYK-880-65W-6-Port-USB-PD-Charger-4USB-A+2USB-C-PD-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Xiaomi-15pro-for-Samsung-Galaxy-S25-Ultra-p-2037574.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,9.49,,0,9.49,0,Cheap,0
Chargers,BK320-3A3C PD50W 6-Port USB PD Charger 3USB-A+3USB-C PD3.0 QC4.0/3.0/2.0 FCP Fast Charging Wall Charger Adapter EU Plug US Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Huawei Pura X for Samsung Galaxy S25 Ultra,US$14.49,4.5,0 review,https://www.banggood.com/BK320-3A3C-PD50W-6-Port-USB-PD-Charger-3USB-A+3USB-C-PD3_0-QC4_0-or-3_0-or-2_0-FCP-Fast-Charging-Wall-Charger-Adapter-EU-Plug-US-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Huawei-Pura-X-for-Samsung-Galaxy-S25-Ultra-p-2037575.html?cur_warehouse=CN&ID=567117&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,14.49,,0,14.49,0,Cheap,25
Chargers,[GaN Tech] 200W 6-Port USB Charger 4USB-C+2USB-A Fast Charging Desktop Charging Station EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Huawei Pura 80 Ultra for XIAOMI for SAMSUNG,US$27.99,5,0 review,https://www.banggood.com/GaN-Tech-200W-6-Port-USB-Charger-4USB-C+2USB-A-Fast-Charging-Desktop-Charging-Station-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Huawei-Pura-80-Ultra-for-XIAOMI-for-SAMSUNG-p-2040263.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,27.99,,0,27.99,0,Moderate,56
Chargers,[GaN Tech] 200W 6-Port USB Charger 2USB-A+4USB-C Fast Charging Desktop Charging Station EU Plug with 1.6M Cable for iPhone 16 16 Pro 15 14 13 Pro Max for HUAWEI for SAMSUNG for XIAOMI,US$25.99,3,0 review,https://www.banggood.com/GaN-Tech-200W-6-Port-USB-Charger-2USB-A+4USB-C-Fast-Charging-Desktop-Charging-Station-EU-Plug-with-1_6M-Cable-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-HUAWEI-for-SAMSUNG-for-XIAOMI-p-2040264.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,25.99,,0,25.99,0,Moderate,86
Chargers,[GaN Tech] 65W 3-Port USB PD Charger USB-A+2USB-C PD3.0 QC4.0 3.0 AFC FCP SCP MTK Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for HUAWEI for SAMSUNG for OPPO,US$21.99,4,0 review,https://www.banggood.com/GaN-Tech-65W-3-Port-USB-PD-Charger-USB-A+2USB-C-PD3_0-QC4_0-3_0-AFC-FCP-SCP-MTK-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-HUAWEI-for-SAMSUNG-for-OPPO-p-2040267.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,21.99,,0,21.99,0,Moderate,96
Chargers,95W 4-Port USB PD Charger 2USB-A+2USB-C PD Fast Charging Desktop Charging Station EU Plug with 1.6M Cable for iPhone 16 16 Pro 15 14 13 Pro Max for Samsung Galaxy Z Fold7 for HUAWEI for XIAOMI,US$26.99,2,0 review,https://www.banggood.com/95W-4-Port-USB-PD-Charger-2USB-A+2USB-C-PD-Fast-Charging-Desktop-Charging-Station-EU-Plug-with-1_6M-Cable-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Samsung-Galaxy-Z-Fold7-for-HUAWEI-for-XIAOMI-p-2040270.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,26.99,,0,26.99,0,Moderate,86
Chargers,[GaN Tech] USAMS CC290 T66 45W 2-Port USB Charger USB-A+USB-C Fast Charging Wall Charger Adapter EU Plug for iPhone 17 17 Pro 16 15 Pro Max for Huawei Pura 80 Ultra for XIAOMI for OPPO,US$18.99,5,0 review,https://www.banggood.com/GaN-Tech-USAMS-CC290-T66-45W-2-Port-USB-Charger-USB-A+USB-C-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-17-17-Pro-16-15-Pro-Max-for-Huawei-Pura-80-Ultra-for-XIAOMI-for-OPPO-p-2040848.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,18.99,,0,18.99,0,Cheap,91
Chargers,[GaN Tech] USAMS CC265 67W 3-Port USB Charger Dual USB-C+USB-A Fast Charging Wall Charger Adapter EU Plug for iPhone 17 17Pro 16 15 14 Pro Max for Huawei Mate XTs for SAMSUNG Galaxy Z Fold7 for OPPO for XIAOMI,US$20.99,4.5,0 review,https://www.banggood.com/GaN-Tech-USAMS-CC265-67W-3-Port-USB-Charger-Dual-USB-C+USB-A-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-17-17Pro-16-15-14-Pro-Max-for-Huawei-Mate-XTs-for-SAMSUNG-Galaxy-Z-Fold7-for-OPPO-for-XIAOMI-p-2041711.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,20.99,,0,20.99,0,Moderate,79
Chargers,[GaN Tech] Vention 45W 2-Port USB PD Charger Dual USB-C PD3.0 QC3.0 PPS FCP AFC Apple2.4A Fast Charging Wall Charger Adapter EU Plug for iPhone 17 17Pro 16 15 14 Pro Max for Huawei Pura 80 Ultra for Xiaomi 17pro for OPPO for SAMSUNG,US$27.99,1.5,0 review,https://www.banggood.com/GaN-Tech-Vention-45W-2-Port-USB-PD-Charger-Dual-USB-C-PD3_0-QC3_0-PPS-FCP-AFC-Apple2_4A-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-17-17Pro-16-15-14-Pro-Max-for-Huawei-Pura-80-Ultra-for-Xiaomi-17pro-for-OPPO-for-SAMSUNG-p-2042588.html?cur_warehouse=CN&ID=47184&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,27.99,,0,27.99,0,Moderate,3
Chargers,PD20W 2-Port USB PD Charger Dual 20W USB-C PD3.0 QC3.0 Fast Charging Wall Charger Adapter EU Plug for iPhone 12 13 14 14 Pro Max for Huawei Mate50 for Redmi K60 for Samsung Galaxy S22,US$10.99,3.5,3 reviews,https://www.banggood.com/PD20W-2-Port-USB-PD-Charger-Dual-20W-USB-C-PD3_0-QC3_0-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-12-13-14-14-Pro-Max-for-Huawei-Mate50-for-Redmi-K60-for-Samsung-Galaxy-S22-p-1981666.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,10.99,,3,2.7475,0,Cheap,16
Chargers,ESSAGER ES-CD43 65W 2-Port USB PD Charger USB-A+USB-C QC4.0/3.0/2.0 PD3.0/2.0 FCP SCP DCP PPS Apple2.4A Fast Charging Wall Charger Adapter EU Plug US Plug for iPhone 16 15 14 13 Pro for Huawei Mate XT for Xiaomi MIX Fold4,US$16.49,4,0 review,https://www.banggood.com/ESSAGER-ES-CD43-65W-2-Port-USB-PD-Charger-USB-A+USB-C-QC4_0-or-3_0-or-2_0-PD3_0-or-2_0-FCP-SCP-DCP-PPS-Apple2_4A-Fast-Charging-Wall-Charger-Adapter-EU-Plug-US-Plug-for-iPhone-16-15-14-13-Pro-for-Huawei-Mate-XT-for-Xiaomi-MIX-Fold4-p-2022412.html?cur_warehouse=CN&ID=47184&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,16.49,,0,16.49,0,Cheap,65
Chargers,[GaN Tech] USAMS CC241 30W 2-Port USB Charger Built-in Type-C Telescopic Cable PD QC Fast Charging Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 Pro Max for Samsung Galaxy Z Flip6 for Xiaomi MIX Fold4,US$19.99,5,0 review,https://www.banggood.com/GaN-Tech-USAMS-CC241-30W-2-Port-USB-Charger-Built-in-Type-C-Telescopic-Cable-PD-QC-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-Pro-Max-for-Samsung-Galaxy-Z-Flip6-for-Xiaomi-MIX-Fold4-p-2024206.html?cur_warehouse=CN&ID=6329682&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,19.99,,0,19.99,0,Cheap,59
Chargers,YFY-A55 150W 16-Port USB Charger 16USB-A Fast Charging Desktop Charging Station with 8 Bracket Slot EU Plug for iPhone 16 Pro 15 14 13 Pro Max for Huawei Mate XT for Xiaomi MIX Fold4,US$34.99,4,0 review,https://www.banggood.com/YFY-A55-150W-16-Port-USB-Charger-16USB-A-Fast-Charging-Desktop-Charging-Station-with-8-Bracket-Slot-EU-Plug-for-iPhone-16-Pro-15-14-13-Pro-Max-for-Huawei-Mate-XT-for-Xiaomi-MIX-Fold4-p-2024443.html?cur_warehouse=CN&ID=6329820&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,34.99,,0,34.99,0,Moderate,13
Chargers,[GaN Tech] Vention FER 65W 3-Port USB PD Charger USB-A+2USB-C PD3.0 QC3.0 PPS SCP FCP AFC Apple2.4A Fast Charging Wall Charger Adapter EU Plug for iPhone 16 15 Pro 14 13 12 Pro Max for Huawei Mate XT for Xiaomi 15pro,US$31.99,2.5,0 review,https://www.banggood.com/GaN-Tech-Vention-FER-65W-3-Port-USB-PD-Charger-USB-A+2USB-C-PD3_0-QC3_0-PPS-SCP-FCP-AFC-Apple2_4A-Fast-Charging-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-15-Pro-14-13-12-Pro-Max-for-Huawei-Mate-XT-for-Xiaomi-15pro-p-2025390.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,31.99,,0,31.99,0,Moderate,61
Chargers,[GaN Tech] ESSAGER ES-CD45 PD33W 2-Port USB PD Charger USB-A+USB-C PD3.0 QC4.0 AFC FCP PPS iP2.4A Fast Charging Digital Display Wall Charger Adapter EU Plug for iPhone 16 16 Pro 15 14 13 Pro Max for Xiaomi 15pro for Samsung Galaxy Z Flip6,US$17.99,3,1 review,https://www.banggood.com/GaN-Tech-ESSAGER-ES-CD45-PD33W-2-Port-USB-PD-Charger-USB-A+USB-C-PD3_0-QC4_0-AFC-FCP-PPS-iP2_4A-Fast-Charging-Digital-Display-Wall-Charger-Adapter-EU-Plug-for-iPhone-16-16-Pro-15-14-13-Pro-Max-for-Xiaomi-15pro-for-Samsung-Galaxy-Z-Flip6-p-2025427.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,17.99,,1,8.995,0,Cheap,35
Chargers,[GaN Tech] LDNIO Q1415 45W 1-Port USB PD Charger USB-C PD PPS Fast Charging Wall Charger Adapter EU Plug US Plug with Type-C to iP/Type-C Cable,US$14.99,5,3 reviews,https://www.banggood.com/GaN-Tech-LDNIO-Q1415-45W-1-Port-USB-PD-Charger-USB-C-PD-PPS-Fast-Charging-Wall-Charger-Adapter-EU-Plug-US-Plug-with-Type-C-to-iP-or-Type-C-Cable-p-2029847.html?cur_warehouse=CN&ID=471846324817&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,14.99,,3,3.7475,0,Cheap,100
Chargers,100W 15-Port USB Charger 15xUSB-A Fast Charging Desktop Charging Station EU Plug US Plug for Huawei Pura 70 Ultra for Xiaomi Civi 4Pro for Samsung Galaxy Z Fold6 for iPhone 15 14 13 12 Pro,US$20.99,4.5,0 review,https://www.banggood.com/100W-15-Port-USB-Charger-15xUSB-A-Fast-Charging-Desktop-Charging-Station-EU-Plug-US-Plug-for-Huawei-Pura-70-Ultra-for-Xiaomi-Civi-4Pro-for-Samsung-Galaxy-Z-Fold6-for-iPhone-15-14-13-12-Pro-p-2017839.html?cur_warehouse=CN&ID=47184&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,20.99,,0,20.99,0,Moderate,91
Chargers,[GaN Tech] 120W 6-Port USB PD Charger 3USB-A+3USB-C Fast Charging Desktop Charging Station EU Plug for iPhone 15 14 13 for Huawei Pura 70 Ultra for Xiaomi 14pro for Samsung Galaxy S24,US$21.99,3.5,4 reviews,https://www.banggood.com/GaN-Tech-120W-6-Port-USB-PD-Charger-3USB-A+3USB-C-Fast-Charging-Desktop-Charging-Station-EU-Plug-for-iPhone-15-14-13-for-Huawei-Pura-70-Ultra-for-Xiaomi-14pro-for-Samsung-Galaxy-S24-p-2013154.html?cur_warehouse=CN&ID=471846287830&rmmds=CategoryPhonesPop&trace_id=6d9e1763847161268,21.99,,4,4.398,0,Moderate,38
